user_id,customer_id,transaction_amount,transaction_type,transaction_date
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,0Ho1KALyH5kXuU65dORt,15440,debit,2020-09-08
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,0Ho1KALyH5kXuU65dORt,1560,debit,2021-05-05
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,0JwwbTxOhvO3Az2HgPET,65750,debit,2020-09-14
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,0JwwbTxOhvO3Az2HgPET,18000,debit,2020-09-15
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,0JwwbTxOhvO3Az2HgPET,16000,debit,2020-09-19
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,0JwwbTxOhvO3Az2HgPET,3000,debit,2020-09-08
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,0JwwbTxOhvO3Az2HgPET,40000,debit,2020-09-21
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,0JwwbTxOhvO3Az2HgPET,84700,debit,2020-09-08
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,44rc3PwQxvA2Aa46y9pd,394000,debit,2020-10-29
xEPNF2kCrSSe4uwhkbMxWg8b51B2,4BfYX07qhDI1d0p8HhgT,28000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,4BfYX07qhDI1d0p8HhgT,15000,debit,2020-07-06
xEPNF2kCrSSe4uwhkbMxWg8b51B2,4vk8RMI9fMlkgYDRFfri,1000,debit,2020-07-02
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,5lb5biO7pI6GYT3NWFHo,13000,debit,2020-09-03
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,7u01NZQ2vj65dYKWtA2Q,1070000,debit,2020-09-03
xEPNF2kCrSSe4uwhkbMxWg8b51B2,8BlkMnfawOyMCFHin6Ib,11000,debit,2020-07-02
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,9LZiXe0NSwcqiabTEOho,35000,debit,2021-07-08
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,9XaEu0HpsKPpD3imMO0w,19000,debit,2020-08-07
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,9l6SxBM78Ky1UsgTpLVQ,100000,debit,2020-12-14
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,9l6SxBM78Ky1UsgTpLVQ,60000,debit,2021-05-12
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,9u22m62VGbQfuQ070lQu,7000,debit,2020-09-08
xEPNF2kCrSSe4uwhkbMxWg8b51B2,AfqOob5bn49kvUjIOkbO,1000,debit,2020-06-29
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,CHd8q4iWaLY7Pw2ZFJv4,150000,debit,2020-09-09
9cd3da80-2dce-4fdd-a2ef-fff3ec197ab8,E4qN6iaxeQG3QmUBvVh3,5350,debit,2020-09-22
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,EDtmeLyoYeBoXXmYdSHO,57563,debit,2020-10-10
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,EDtmeLyoYeBoXXmYdSHO,416317,debit,2020-10-20
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,EDtmeLyoYeBoXXmYdSHO,36000,debit,2020-08-07
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,EDtmeLyoYeBoXXmYdSHO,34500,debit,2020-09-22
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,EDtmeLyoYeBoXXmYdSHO,1000,debit,2020-09-27
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,EDtmeLyoYeBoXXmYdSHO,21500,debit,2020-08-09
xEPNF2kCrSSe4uwhkbMxWg8b51B2,Ee722CRMsJai4QqtHUBx,1000,debit,2020-06-29
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,EnREJr2f83rQKMMFODSa,26320,debit,2020-09-08
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,F9afdewFpT0IG5FHIPYQ,35000,debit,2020-07-22
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,60000,debit,2020-08-27
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,150000,debit,2020-08-09
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,10000,debit,2020-09-28
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,53500,debit,2020-08-17
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,8500,debit,2020-08-13
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,20000,debit,2020-09-06
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,303000,debit,2020-08-07
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,20000,debit,2020-09-28
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,5000,debit,2020-10-04
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,13000,debit,2020-09-24
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,1000,debit,2020-09-21
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,45000,debit,2020-11-20
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,21000,debit,2020-09-13
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,205000,debit,2020-11-20
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,45000,debit,2020-09-25
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,20000,debit,2020-09-14
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,FaCUhKI7eT1wcyv01XNZ,260000,debit,2020-08-07
9cd3da80-2dce-4fdd-a2ef-fff3ec197ab8,H2WWXkU6l244K1EIecOu,5160,debit,2020-09-23
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,H79mbg1fuyKaGM7EuzaW,50000,debit,2020-09-09
xEPNF2kCrSSe4uwhkbMxWg8b51B2,I5wVyE2Lhw0A9n265nqf,22000,debit,2020-07-02
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,IqxcUfFSH68DFQoe76b0,120000,debit,2020-09-09
xEPNF2kCrSSe4uwhkbMxWg8b51B2,Jy739vMsA32TDY0l1O4k,2000,debit,2020-07-03
xEPNF2kCrSSe4uwhkbMxWg8b51B2,Jy739vMsA32TDY0l1O4k,3000,debit,2020-07-03
xEPNF2kCrSSe4uwhkbMxWg8b51B2,Jy739vMsA32TDY0l1O4k,3000,debit,2020-07-07
xEPNF2kCrSSe4uwhkbMxWg8b51B2,KRYo9Vg8glXG85kYAcon,2500,debit,2020-06-29
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,LX4V6QubyTXZA5SqgdRu,150000,debit,2020-07-22
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,Lk8TTOmFVfktOqQSg2jl,126000,debit,2020-08-07
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,Lk8TTOmFVfktOqQSg2jl,108000,debit,2020-08-07
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,Lk8TTOmFVfktOqQSg2jl,70,debit,2020-10-20
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,Lk8TTOmFVfktOqQSg2jl,730560,debit,2020-08-26
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,Lk8TTOmFVfktOqQSg2jl,197370,debit,2020-10-15
xEPNF2kCrSSe4uwhkbMxWg8b51B2,M41ORzzwvUX2dZ2e7zpl,500,debit,2020-06-29
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,MxqxPIZKdH72yLfOtvdn,220000,debit,2020-08-07
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,NzW93JiqyJ8xYL05qyRo,11050,debit,2020-09-08
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,OnRlAShaUlrM7cgu9Efk,814750,debit,2020-08-07
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,OnRlAShaUlrM7cgu9Efk,75000,debit,2020-08-07
9cd3da80-2dce-4fdd-a2ef-fff3ec197ab8,RvVdvCCmpxmZhEMmL6Ox,840,debit,2020-09-28
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,TMGsxVD2Z39eSPH2dKeW,21383,debit,2020-09-08
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,TjrZUb9aG4ik48VGjsNE,60000,debit,2020-07-22
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,UGJYYkzQF4E9cW261QdQ,86,debit,2020-09-11
xEPNF2kCrSSe4uwhkbMxWg8b51B2,UjBK8yZtp7lghuRRAwfk,14500,debit,2020-06-29
87eec234-d4d7-461b-af8e-49d8ee36e757,V4jmn9yhxMdXH3yJQKwC,95000,debit,2021-01-31
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,WLSrWfwX0RMMiEWbPZ5V,140000,debit,2020-10-26
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,WLSrWfwX0RMMiEWbPZ5V,124270,debit,2020-09-21
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,WLSrWfwX0RMMiEWbPZ5V,66000,debit,2020-08-07
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,Y2fhmQJRLWfBOVnM97QM,41000,debit,2020-09-04
wr3rZpxrudOZ2zcwerRvL4RmQbC2,Y3jGbxOWmDb6833gHwun,230000,debit,2020-09-24
xEPNF2kCrSSe4uwhkbMxWg8b51B2,Yf6oEkCnZQdEu1ViGfeh,1000,debit,2020-07-02
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,ac7SCu3svFIjKF2xYqUU,26817,debit,2020-09-08
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,ac7SCu3svFIjKF2xYqUU,3200,debit,2020-11-24
xEPNF2kCrSSe4uwhkbMxWg8b51B2,cdLp66lrS3sB8qXRp7hv,5000,debit,2020-06-29
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,dPMyoXGOBIZLdNEwMkS0,13533,debit,2020-09-05
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,5500,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,10000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,11000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,2000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,30000,debit,2020-07-03
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,20500,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,3500,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,30000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,2000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,14000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,1000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,8000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,355500,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,13000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,25000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,25000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,edb3LZY22K0a1emrsjWa,45500,debit,2020-07-02
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,fRIb7ezuh0vzcg24kVJJ,100000,debit,2021-03-09
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,fRIb7ezuh0vzcg24kVJJ,50000,debit,2021-04-07
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,fRIb7ezuh0vzcg24kVJJ,100000,debit,2021-07-18
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,fRIb7ezuh0vzcg24kVJJ,200000,debit,2021-02-15
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,gAwiEVK6ipB3uvD01Mqe,12000,debit,2020-10-29
xEPNF2kCrSSe4uwhkbMxWg8b51B2,h7VcBB2pOVm3iPG6Pl5x,5000,debit,2020-06-29
xEPNF2kCrSSe4uwhkbMxWg8b51B2,h7VcBB2pOVm3iPG6Pl5x,5000,debit,2020-06-29
xEPNF2kCrSSe4uwhkbMxWg8b51B2,h7VcBB2pOVm3iPG6Pl5x,22000,debit,2020-06-29
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,jgxJ1RyYRToguSIUCuMM,10000,debit,2020-09-05
xEPNF2kCrSSe4uwhkbMxWg8b51B2,kmE4ahg9I0YX1kghPc4n,5500,debit,2020-06-29
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,kox5u7jxtj5h6k8uc1Xx,3000,debit,2021-04-30
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,lAMnwp0KjQoaJcJ78phc,18000,debit,2020-10-04
xEPNF2kCrSSe4uwhkbMxWg8b51B2,mIP66kOLVh28hY6fy1Iv,7000,debit,2020-06-29
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,mK7L7sxlRd3ampivdjw1,1212,debit,2021-07-11
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,mK7L7sxlRd3ampivdjw1,51000,debit,2021-05-10
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,mK7L7sxlRd3ampivdjw1,16800,debit,2020-10-01
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,mK7L7sxlRd3ampivdjw1,50000,debit,2021-03-25
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,oqvxkJFHZ9qbbz7yfE7G,44280,debit,2020-09-08
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,oqvxkJFHZ9qbbz7yfE7G,400,debit,2021-03-22
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,oqvxkJFHZ9qbbz7yfE7G,33480,debit,2021-05-05
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,oqvxkJFHZ9qbbz7yfE7G,2700,debit,2021-03-22
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,q6BAeiLLC6WNQvk5pHmz,4000,debit,2020-09-03
9cd3da80-2dce-4fdd-a2ef-fff3ec197ab8,qSsDtHjfnm36MFA1Yzwn,260,debit,2020-09-24
9cd3da80-2dce-4fdd-a2ef-fff3ec197ab8,qSsDtHjfnm36MFA1Yzwn,2350,debit,2020-10-03
9cd3da80-2dce-4fdd-a2ef-fff3ec197ab8,qSsDtHjfnm36MFA1Yzwn,2400,debit,2020-10-16
9cd3da80-2dce-4fdd-a2ef-fff3ec197ab8,qSsDtHjfnm36MFA1Yzwn,6110,debit,2020-09-22
9cd3da80-2dce-4fdd-a2ef-fff3ec197ab8,qSsDtHjfnm36MFA1Yzwn,750,debit,2020-10-12
9cd3da80-2dce-4fdd-a2ef-fff3ec197ab8,qSsDtHjfnm36MFA1Yzwn,100,debit,2020-10-22
xEPNF2kCrSSe4uwhkbMxWg8b51B2,qxRDPhukyd9UCfvU3a7U,1500,debit,2020-06-29
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,r4h197WwI89Ghba3H1Im,52920,debit,2020-10-01
wr3rZpxrudOZ2zcwerRvL4RmQbC2,rJoQam7C4V892fRyROoa,1050000,debit,2020-09-19
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,tC70LDhS5tTnl7qcY43s,64350,debit,2021-05-05
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,tC70LDhS5tTnl7qcY43s,12150,debit,2021-06-15
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,tC70LDhS5tTnl7qcY43s,47600,debit,2020-09-08
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,tC70LDhS5tTnl7qcY43s,3375,debit,2021-03-22
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,150000,debit,2020-09-09
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,16000,debit,2020-09-09
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,32000,debit,2020-08-23
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,1361000,debit,2020-08-07
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,32000,debit,2020-08-09
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,7000,debit,2020-09-14
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,116000,debit,2020-09-21
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,63000,debit,2020-09-25
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,6000,debit,2020-10-04
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,7000,debit,2020-08-15
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,taXTlUskNA97W3sRA60G,20000,debit,2020-10-06
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,uLJDgQDCCy4UGb3k8I3g,200000,debit,2020-09-22
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,uLJDgQDCCy4UGb3k8I3g,20000,debit,2020-11-20
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,uLJDgQDCCy4UGb3k8I3g,80000,debit,2020-11-18
xEPNF2kCrSSe4uwhkbMxWg8b51B2,uV3X1XFBP6zkaFflbwcu,14000,debit,2020-07-02
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,uhdXusDoZKalGDTQ8q2u,12000,debit,2020-10-29
378a4c00-20d5-4fa6-8d12-38b2ef646e5b,v95ttDtRUouhRGGZF2bR,5000,debit,2020-10-01
xEPNF2kCrSSe4uwhkbMxWg8b51B2,wz9IzrNAtF76bARu5pyM,10000,debit,2020-07-02
xEPNF2kCrSSe4uwhkbMxWg8b51B2,yxUGHEy9XcrKVGaYVocz,4000,debit,2020-07-02
ITntqIFk6zdrmI6Q4O0wEmqvnAP2,zRpTsJ5mZRkpRq9gxCbM,100000,debit,2020-07-22
1fc626f7-68fb-443e-85b1-fa8fdf56caf9,00438b73-ba42-478d-bc19-abfec63de3d8,3000,debit,2021-04-04
1fc626f7-68fb-443e-85b1-fa8fdf56caf9,00438b73-ba42-478d-bc19-abfec63de3d8,100000,debit,2021-04-04
f167380c-f271-44de-a6ff-f406e3692c1a,004b2f08-3675-46ec-aa8b-31b27fc8f6cf,10000,debit,2021-06-23
f167380c-f271-44de-a6ff-f406e3692c1a,004b2f08-3675-46ec-aa8b-31b27fc8f6cf,6600,debit,2021-07-10
f167380c-f271-44de-a6ff-f406e3692c1a,004b2f08-3675-46ec-aa8b-31b27fc8f6cf,1000,debit,2021-08-05
f167380c-f271-44de-a6ff-f406e3692c1a,004b2f08-3675-46ec-aa8b-31b27fc8f6cf,10000,debit,2021-07-01
f167380c-f271-44de-a6ff-f406e3692c1a,004b2f08-3675-46ec-aa8b-31b27fc8f6cf,1000,debit,2021-05-27
f167380c-f271-44de-a6ff-f406e3692c1a,004b2f08-3675-46ec-aa8b-31b27fc8f6cf,2400,debit,2021-07-06
f167380c-f271-44de-a6ff-f406e3692c1a,004b2f08-3675-46ec-aa8b-31b27fc8f6cf,5000,debit,2021-06-09
8de5f3b1-d688-46cd-822a-2abb952ddc4d,00620a2d-0393-4d2e-988c-8aa24d1f59b2,38430,debit,2021-04-14
8de5f3b1-d688-46cd-822a-2abb952ddc4d,00620a2d-0393-4d2e-988c-8aa24d1f59b2,2000,debit,2021-07-29
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,007c8f6c-01ed-4958-a459-27998571dd50,1500,debit,2021-07-03
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,007c8f6c-01ed-4958-a459-27998571dd50,500,debit,2021-06-20
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,007c8f6c-01ed-4958-a459-27998571dd50,3000,debit,2021-07-20
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,007c8f6c-01ed-4958-a459-27998571dd50,2000,debit,2021-08-13
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,007c8f6c-01ed-4958-a459-27998571dd50,500,debit,2021-07-10
cd5af010-d5fa-4b0a-9fc7-43977e552ed4,007c8f6c-01ed-4958-a459-27998571dd50,10000,debit,2021-07-01
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,380,debit,2021-07-14
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1850,debit,2021-09-01
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1130,debit,2021-06-30
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,710,debit,2021-07-31
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,420,debit,2021-07-14
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,690,debit,2021-05-20
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,520,debit,2021-08-18
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,150,debit,2021-07-14
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,14220,debit,2021-05-22
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,680,debit,2021-06-01
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1650,debit,2021-07-04
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,6410,debit,2021-07-14
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1100,debit,2021-07-03
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1690,debit,2021-05-19
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,4175,debit,2021-06-06
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,170,debit,2021-07-03
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,140,debit,2021-06-06
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,690,debit,2021-08-08
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,280,debit,2021-06-16
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,570,debit,2021-06-30
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,150,debit,2021-08-30
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1310,debit,2021-06-08
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,650,debit,2021-05-19
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1300,debit,2021-09-04
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1780,debit,2021-06-10
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,710,debit,2021-06-23
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,74850,debit,2021-05-17
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1540,debit,2021-08-19
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,110,debit,2021-08-10
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,650,debit,2021-06-05
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,150,debit,2021-09-07
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,990,debit,2021-08-23
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,480,debit,2021-08-08
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,190,debit,2021-06-19
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1430,debit,2021-06-27
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,3220,debit,2021-05-19
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,210,debit,2021-06-17
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,760,debit,2021-07-25
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,4345,debit,2021-05-29
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,140,debit,2021-07-17
f1599709-5d8e-4b85-bbcc-5055e0015379,00b73289-bcce-4b20-8fee-f2b3cbe477f2,1200,debit,2021-08-16
5a929586-2291-45ba-bde9-fcfae8948d74,00d15bbb-3429-4065-b984-219d7ee7955c,24000,debit,2021-03-21
35b28e32-221f-422b-ae97-f9416afe294d,00dd2f59-6b89-459e-a938-fa533eb8e139,35000,debit,2021-06-28
35b28e32-221f-422b-ae97-f9416afe294d,00dd2f59-6b89-459e-a938-fa533eb8e139,3000,debit,2021-08-06
4c49a7df-9c23-4f2d-8249-1fe60f6d7b25,00e8abd4-9643-4e8d-a9fb-5ade1a387957,1000,debit,2021-06-06
4c49a7df-9c23-4f2d-8249-1fe60f6d7b25,00e8abd4-9643-4e8d-a9fb-5ade1a387957,1000,debit,2021-07-07
4c49a7df-9c23-4f2d-8249-1fe60f6d7b25,00e8abd4-9643-4e8d-a9fb-5ade1a387957,1000,debit,2021-07-08
4c49a7df-9c23-4f2d-8249-1fe60f6d7b25,00e8abd4-9643-4e8d-a9fb-5ade1a387957,1000,debit,2021-08-13
