user_id,customer_id,transaction_amount,transaction_type,transaction_date
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,10000,credit,2021-09-02
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,10000,credit,2021-04-28
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,9000,credit,2021-04-05
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,5000,credit,2021-05-27
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,11000,credit,2021-08-14
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,2000,credit,2021-08-14
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,10000,credit,2021-04-14
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,9000,credit,2021-08-14
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,10000,credit,2021-06-23
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,5000,credit,2021-05-06
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,15000,credit,2021-06-04
5d4daff8-9df1-4c0f-a9ee-7808a5d0fedb,be2b8aac-fa82-4ff2-93b8-f029c856da5f,500,credit,2021-08-01
